2104	98	con	p0s0	724	6570	emospace1	[0.0, -0.9244165039062505]	1.168036903032771	1554812530.644886
2104	99	con	p+s+	808	8341	emospace1	[0.0, -0.856478881835937]	0.8843586543407582	1554812548.1638882
2104	100	inc	p+s-	255	9156	emospace1	[-0.9400030517578123, 0.0]	0.8843970749876462	1554812565.665889
2104	101	con	p+s+	366	7501	emospace1	[0.0, -0.8707714843750002]	0.9345699378827703	1554812583.1508892
2104	102	inc	p+s-	420	8178	emospace1	[0.0, 0.8693695068359374]	3.2535438544655335	1554812600.6488898
2104	103	con	p-s-	260	3102	emospace1	[-0.8678192138671875, -0.08821472167968762]	1.6685342703167407	1554812618.1338902
2104	104	inc	p+s-	289	8186	emospace1	[-0.9104693603515626, 0.0]	0.8009852494724328	1554812635.6368911
2104	105	inc	p+s-	424	4651	emospace1	[0, 0]	None	1554812653.1198912
2104	106	inc	p-s+	378	3120	emospace1	[-0.9157824707031257, 0.0]	0.9679253630893072	1554812670.6218922
2104	107	con	p-s-	502	6231	emospace1	[0.0, -0.8460052490234378]	1.0513176781205402	1554812688.1148927
2104	108	inc	p-s+	109	3261	emospace1	[-0.8526568603515629, 0.0]	0.751058218687831	1554812705.6078932
2104	109	inc	p+s-	106	7405	emospace1	[0.0, -0.9210833740234379]	1.0513242816705315	1554812723.0958936
2104	110	con	p0s0	130	7092	emospace1	[0.0, -0.8447430419921874]	2.8030074361959123	1554812740.6018949
2104	111	inc	p-s+	367	9429	emospace1	[0.0, -0.7967974853515628]	2.135666006910469	1554812758.0958953
2104	112	con	p+s+	815	8370	emospace1	[0.0, 0.9337512207031247]	0.9679082538968942	1554812775.5808954
2104	113	con	p0s0	152	9468	emospace1	[-0.04089050292968752, 0.9073205566406252]	2.803083977330971	1554812793.0688958
2104	114	inc	p-s+	202	9902	emospace1	[0.02732421874999995, 1.0]	1.0680300593521679	1554812810.5668967
2104	115	con	p+s+	817	8470	emospace1	[0.0, 0.794376831054688]	1.6184790706538479	1554812828.0508966
2104	116	inc	p+s-	260	4490	emospace1	[-0.8586315917968744, 0.0]	1.5360019474464934	1554812845.5518975
2104	117	inc	p-s+	365	6510	emospace1	[0.0, -0.9701306152343754]	0.9177834168076515	1554812863.0358975
2104	118	inc	p-s+	351	6250	emospace1	[0.0, -0.8114044189453126]	0.7008499367584591	1554812880.5368986
2104	119	inc	p+s-	719	5215	emospace1	[-0.8840637207031249, 0.0]	0.7842947800127149	1554812898.0328994
